tid,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1437,1148,Nebraska India Pale Ale,American IPA,12.0 ounce,0.065,65.0,337,Nebraska Brewing Company,Papillion,NE
1438,1147,EOS Hefeweizen,Hefeweizen,12.0 ounce,0.048,10.0,337,Nebraska Brewing Company,Papillion,NE
1444,2230,Ranger IPA,American IPA,12.0 ounce,0.065,70.0,82,New Belgium Brewing Company,Fort Collins,CO
1449,1707,Snapshot,American Pale Wheat Ale,16.0 ounce,0.052000000000000005,N/A,82,New Belgium Brewing Company,Fort Collins,CO
1458,72,Sunshine Wheat Beer (2009),American Pale Wheat Ale,12.0 ounce,0.048,N/A,82,New Belgium Brewing Company,Fort Collins,CO
1462,884,Elm City Pilsner,American Pilsner,12.0 ounce,0.05,N/A,410,New England Brewing Company,Woodbridge,CT
1465,320,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,12.0 ounce,0.08800000000000001,85.0,410,New England Brewing Company,Woodbridge,CT
148,979,Poop Deck Porter,American Porter,12.0 ounce,0.062,35.0,374,Astoria Brewing Company,Astoria,OR
1481,165,White Ale,Witbier,12.0 ounce,0.046,N/A,518,New South Brewing Company,Myrtle Beach,SC
1489,1307,Paleo IPA,English India Pale Ale (IPA),12.0 ounce,0.06,N/A,431,North Country Brewing Company,Slippery Rock,PA
15,2318,Ginja Ninja,Cider,12.0 ounce,0.06,N/A,154,2 Towns Ciderhouse,Corvallis,OR
150,2503,Hop A-Peel,American Double / Imperial IPA,16.0 ounce,0.075,115.0,72,Atwater Brewery,Detroit,MI
1502,541,Walter's Premium Pilsener Beer,German Pilsener,12.0 ounce,0.045,N/A,529,Northwoods Brewpub,Eau Claire,WI
1504,1917,Left of the Dial IPA,American IPA,12.0 ounce,0.043,N/A,271,Notch Brewing Company,Ipswich,MA
1506,1264,O'Fallon Pumpkin Beer,Pumpkin Ale,12.0 ounce,0.055,N/A,442,O'Fallon Brewery,O'Fallon,MO
1509,2331,Watershed IPA,American IPA,12.0 ounce,0.067,70.0,150,Oakshire Brewing,Eugene,OR
1517,2192,Occidental Hefeweizen,American Pale Wheat Ale,16.0 ounce,0.047,N/A,200,Occidental Brewing Company,Portland,OR
1520,1081,Occidental Kölsch,Kölsch,16.0 ounce,0.045,N/A,200,Occidental Brewing Company,Portland,OR
1526,1431,Ghost Rider Pale Ale (2013),American Pale Ale (APA),12.0 ounce,0.051,N/A,148,Odyssey Beerwerks,Arvada,CO
1542,509,T-Rail Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,N/A,301,Old Forge Brewing Company,Danville,PA
1550,2112,Atalanta,Saison / Farmhouse Ale,12.0 ounce,0.053,N/A,216,Orpheus Brewing,Atlanta,GA
1556,1752,Icey.P.A.,American IPA,16.0 ounce,,N/A,166,Oskar Blues Brewery,Longmont,CO
1563,992,oSKAr the G'Rauch,American IPA,16.0 ounce,0.085,N/A,166,Oskar Blues Brewery,Longmont,CO
1566,892,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),12.0 ounce,0.065,65.0,166,Oskar Blues Brewery,Longmont,CO
1570,754,Dale's Pale Ale (2010),American Pale Ale (APA),12.0 ounce,0.065,65.0,166,Oskar Blues Brewery,Longmont,CO
1574,585,HGH (Home Grown Hops): Part Duh,American Strong Ale,12.0 ounce,0.08,70.0,166,Oskar Blues Brewery,Longmont,CO
1576,391,One Hit Wonder,American Double / Imperial IPA,12.0 ounce,0.09,60.0,166,Oskar Blues Brewery,Longmont,CO
1578,8,Ten Fidy Imperial Stout,Russian Imperial Stout,12.0 ounce,0.099,98.0,166,Oskar Blues Brewery,Longmont,CO
1580,6,GUBNA Imperial IPA,American Double / Imperial IPA,12.0 ounce,0.099,100.0,166,Oskar Blues Brewery,Longmont,CO
1590,745,Dale's Pale Ale (2008),American Pale Ale (APA),12.0 ounce,0.065,65.0,503,Oskar Blues Brewery,Lyons,CO
1596,733,Gordon Beer (2006),American Double / Imperial IPA,12.0 ounce,0.087,60.0,503,Oskar Blues Brewery,Lyons,CO
160,340,Black Thunder,Schwarzbier,12.0 ounce,0.052000000000000005,N/A,413,Austin Beerworks,Austin,TX
1608,1268,Rustic Red,Irish Red Ale,16.0 ounce,0.052000000000000005,23.0,441,Pateros Creek Brewing Company,Fort Collins,CO
1611,695,Car 21,English Bitter,16.0 ounce,0.044000000000000004,28.0,441,Pateros Creek Brewing Company,Fort Collins,CO
1621,2238,Lobo Lito,Light Lager,12.0 ounce,0.04,12.0,187,Pedernales Brewing Company,Fredericksburg,TX
1624,2168,Amazon Princess IPA,American IPA,12.0 ounce,0.062,62.0,205,People's Brewing Company,Lafayette,IN
1625,1956,Farmer's Daughter Wheat,American Pale Wheat Ale,12.0 ounce,0.042,N/A,205,People's Brewing Company,Lafayette,IN
1649,1437,Atom Splitter Pale Ale,American Pale Ale (APA),12.0 ounce,0.05,N/A,310,Pine Street Brewery,San Francisco,CA
1651,1540,Masked Bandit IPA,American Black Ale,16.0 ounce,0.07,N/A,314,Piney River Brewing Company,Bucryus,MO
1656,521,McKinney Eddy Amber Ale,American Amber / Red Ale,16.0 ounce,0.055,20.0,314,Piney River Brewing Company,Bucryus,MO
166,106,Ellie’s Brown Ale,American Brown Ale,12.0 ounce,0.055,17.0,37,Avery Brewing Company,Boulder,CO
1660,1759,Pisgah Pale Ale,American Pale Ale (APA),12.0 ounce,0.057,31.0,324,Pisgah Brewing Company,Black Mountain,NC
1663,1191,Swami's India Pale Ale,American IPA,16.0 ounce,0.068,N/A,370,Pizza Port Brewing Company,Carlsbad,CA
1665,2553,Mazzie,American Pale Ale (APA),12.0 ounce,0.054000000000000006,45.0,55,Pollyanna Brewing Company,Lemont,IL
1666,1909,Big Chuck Barleywine,American Barleywine,12.0 ounce,0.099,N/A,274,Portside Brewery,Cleveland,OH
1671,1462,Dead Eye Dunkel,Munich Dunkel Lager,12.0 ounce,0.06,15.0,135,Pug Ryan's Brewery,Dillon,CO
1680,2269,Rahr's Blonde,Munich Helles Lager,12.0 ounce,0.046,N/A,176,Rahr & Sons Brewing Company,Fort Worth,TX
1698,1467,Happy Cider,Cider,16.0 ounce,0.055,N/A,403,Red Tank Cider Company,Bend,OR
1702,1375,Nectar of the Hops,Mead,16.0 ounce,0.08,N/A,421,Redstone Meadery,Boulder,CO
1705,2087,Blood Orange Wit,Witbier,16.0 ounce,0.05,16.0,225,Refuge Brewery,Temecula,CA
172,702,Hot Rod Red,American Amber / Red Ale,12.0 ounce,0.061,41.0,360,Aviator Brewing Company,Fuquay-Varina,NC
1720,2576,Fist City,American Pale Ale (APA),12.0 ounce,0.055,40.0,44,Revolution Brewing Company,Chicago,IL
1721,1133,A Little Crazy,Belgian Pale Ale,12.0 ounce,0.068,N/A,44,Revolution Brewing Company,Chicago,IL
1722,609,Rosa Hibiscus Ale,Herbed / Spiced Beer,12.0 ounce,0.057999999999999996,15.0,44,Revolution Brewing Company,Chicago,IL
1723,418,Fistmas Ale,Herbed / Spiced Beer,12.0 ounce,0.061,31.0,44,Revolution Brewing Company,Chicago,IL
173,2058,Palate Mallet,American Double / Imperial IPA,12.0 ounce,0.086,N/A,235,Back East Brewing Company,Bloomfield,CT
1739,1180,River North White Ale,Witbier,16.0 ounce,0.05,N/A,459,River North Brewery,Denver,CO
1741,1771,Lil SIPA,American IPA,16.0 ounce,0.05,55.0,321,Rivertown Brewing Company,Lockland,OH
1756,1099,Old Wylie's IPA,American IPA,12.0 ounce,0.062,N/A,43,Rivertowne Brewing Company,Export,PA
1757,1098,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,12.0 ounce,0.048,N/A,43,Rivertowne Brewing Company,Export,PA
1768,1576,RoughTail IPA,American IPA,16.0 ounce,0.07,80.0,376,RoughTail Brewing Company,Midwest City,OK
177,1131,Back East Ale,American Amber / Red Ale,12.0 ounce,0.05,N/A,235,Back East Brewing Company,Bloomfield,CT
1771,2249,Sanctified,Belgian Strong Pale Ale,12.0 ounce,0.099,N/A,164,Round Guys Brewing,Lansdale,PA
1781,882,1881 California Red Ale,American Amber / Red Ale,16.0 ounce,0.055999999999999994,35.0,397,Ruhstaller Beer Company,Sacramento,CA
1787,2073,Winter Warmer (Vault Series),Winter Warmer,16.0 ounce,0.095,25.0,30,SanTan Brewing Company,Chandler,AZ
1795,1071,Hop Shock IPA,American IPA,12.0 ounce,0.07,85.0,30,SanTan Brewing Company,Chandler,AZ
1799,777,Mr. Pineapple,Fruit / Vegetable Beer,12.0 ounce,0.05,20.0,30,SanTan Brewing Company,Chandler,AZ
18,1502,BrightCider,Cider,12.0 ounce,0.06,N/A,154,2 Towns Ciderhouse,Corvallis,OR
180,966,Topcutter India Pale Ale,American IPA,12.0 ounce,0.068,70.0,483,Bale Breaker Brewing Company,Yakima,WA
1809,1362,Casinos IPA,English India Pale Ale (IPA),16.0 ounce,0.07,N/A,252,Santa Cruz Mountain Brewing,Santa Cruz,CA
1810,1519,Saison 88,Saison / Farmhouse Ale,12.0 ounce,0.055,30.0,392,Santa Fe Brewing Company,Santa Fe,NM
1834,1768,Stone Fort Brown Ale,English Brown Ale,16.0 ounce,0.053,20.0,183,Seventh Son Brewing Company,Columbus,OH
1835,1767,Seventh Son Hopped Red Ale,American Amber / Red Ale,16.0 ounce,0.077,40.0,183,Seventh Son Brewing Company,Columbus,OH
1839,738,Archer's Ale (2004),English Pale Ale,12.0 ounce,0.05,N/A,511,Sherwood Forest Brewers,Marlborough,MA
1844,2474,Nooner,German Pilsener,12.0 ounce,0.052000000000000005,N/A,83,Sierra Nevada Brewing Company,Chico,CA
1861,2090,Bengali,American IPA,24.0 ounce,0.065,62.0,46,Sixpoint Craft Ales,Brooklyn,NY
1864,1608,Global Warmer,American Strong Ale,12.0 ounce,0.07,70.0,46,Sixpoint Craft Ales,Brooklyn,NY
1866,1388,The Crisp,German Pilsener,16.0 ounce,0.054000000000000006,42.0,46,Sixpoint Craft Ales,Brooklyn,NY
1873,629,Harbinger,Saison / Farmhouse Ale,16.0 ounce,0.049,35.0,46,Sixpoint Craft Ales,Brooklyn,NY
1876,512,Autumnation (2011-12) (2011),Pumpkin Ale,16.0 ounce,0.06,48.0,46,Sixpoint Craft Ales,Brooklyn,NY
1880,422,Bengali Tiger (2011),American IPA,16.0 ounce,0.064,62.0,46,Sixpoint Craft Ales,Brooklyn,NY
1884,1297,Estival Cream Stout,American Stout,12.0 ounce,0.057999999999999996,15.0,264,Ska Brewing Company,Durango,CO
1888,386,Mexican Logger,American Pale Lager,12.0 ounce,0.042,18.0,264,Ska Brewing Company,Durango,CO
1894,1609,Initial Point India Pale Ale,American IPA,12.0 ounce,0.071,92.0,313,Slanted Rock Brewing Company,Meridian,ID
1895,2537,Monkey Dancing On A Razor Blade,Belgian IPA,24.0 ounce,0.085,N/A,64,SlapShot Brewing Company,Chicago,IL
1896,2536,Tripel Deke,Tripel,24.0 ounce,0.08199999999999999,N/A,64,SlapShot Brewing Company,Chicago,IL
190,1643,Banner American Ale,American Amber / Red Ale,12.0 ounce,0.035,45.0,318,Banner Beer Company,Williamsburg,MA
1900,1363,Grisette,Grisette,12.0 ounce,0.055999999999999994,25.0,371,Sly Fox Brewing Company,Pottstown,PA
1902,1123,Helles Golden Lager,Munich Helles Lager,12.0 ounce,0.049,18.0,371,Sly Fox Brewing Company,Pottstown,PA
1914,2234,Monarch Pilsner,American Pilsner,12.0 ounce,0.05,N/A,191,Snake River Brewing Company,Jackson,WY
1921,1798,Thanksgiving Ale,Kölsch,12.0 ounce,0.05,N/A,309,Sockeye Brewing Company,Boise,ID
1937,879,Dagger Falls IPA,American IPA,12.0 ounce,0.063,100.0,309,Sockeye Brewing Company,Boise,ID
1938,1972,LuckenBock,Bock,16.0 ounce,0.07,18.0,257,South Austin Brewery,South Austin,TX
1944,1282,Nice Rack IPA,American IPA,16.0 ounce,0.055,65.0,436,Southern Oregon Brewing Company,Medford,OR
1953,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),16.0 ounce,0.057999999999999996,60.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1958,1497,Valkyrie Double IPA,American Double / Imperial IPA,12.0 ounce,0.092,100.0,118,Southern Star Brewing Company,Conroe,TX
196,2189,In-Tents India Pale Lager,American Pale Lager,12.0 ounce,0.068,62.0,116,Base Camp Brewing Co.,Portland,OR
1963,691,Walloon (2014),Saison / Farmhouse Ale,12.0 ounce,0.055,N/A,118,Southern Star Brewing Company,Conroe,TX
1966,45,Pine Belt Pale Ale,American Pale Ale (APA),16.0 ounce,0.065,45.0,118,Southern Star Brewing Company,Conroe,TX
1982,855,Special Amber,Vienna Lager,12.0 ounce,0.05,22.0,498,Sprecher Brewing Company,Glendale,WI
1987,1205,Northern Lights India Pale Ale,American IPA,16.0 ounce,0.065,52.0,383,Starr Hill Brewery,Crozet,VA
199,1966,Wagon Party,California Common / Steam Beer,12.0 ounce,0.054000000000000006,55.0,258,Bauhaus Brew Labs,Minneapolis,MN
1997,2228,Point Special,American Adjunct Lager,12.0 ounce,0.047,9.0,131,Stevens Point Brewery,Stevens Point,WI
2,2264,Rise of the Phoenix,American IPA,12.0 ounce,0.071,N/A,177,18th Street Brewery,Gary,IN
2004,1357,Point Oktoberfest,Märzen / Oktoberfest,16.0 ounce,0.057,15.0,131,Stevens Point Brewery,Stevens Point,WI
2013,140,Point Cascade Pale Ale,American Pale Ale (APA),12.0 ounce,0.054000000000000006,33.0,131,Stevens Point Brewery,Stevens Point,WI
2029,2549,Make It So,Extra Special / Strong Bitter (ESB),12.0 ounce,0.053,40.0,58,Summit Brewing Company,St. Paul,MN
2032,2605,Tip Off,Altbier,16.0 ounce,0.052000000000000005,29.0,25,Sun King Brewing Company,Indianapolis,IN
2033,2215,Java Mac,Scottish Ale,16.0 ounce,0.054000000000000006,N/A,25,Sun King Brewing Company,Indianapolis,IN
2045,1656,Wee Muckle,Scotch Ale / Wee Heavy,16.0 ounce,0.09,30.0,25,Sun King Brewing Company,Indianapolis,IN
2052,1314,Popcorn Pilsner,German Pilsener,16.0 ounce,0.054000000000000006,N/A,25,Sun King Brewing Company,Indianapolis,IN
2057,923,The Velvet Fog,Quadrupel (Quad),16.0 ounce,0.09,24.0,25,Sun King Brewing Company,Indianapolis,IN
2065,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,16.0 ounce,0.055,23.0,25,Sun King Brewing Company,Indianapolis,IN
207,910,Hayride Autumn Ale,Rye Beer,12.0 ounce,0.066,N/A,292,Baxter Brewing Company,Lewiston,ME
2071,1206,Red Clay IPA,American IPA,12.0 ounce,0.07,N/A,455,Sunken City Brewing Company,Hardy,VA
2076,329,WET,American IPA,16.0 ounce,0.075,90.0,61,Surly Brewing Company,Brooklyn Center,MN
2077,19,Bitter Brewer,English Bitter,16.0 ounce,0.04,37.0,61,Surly Brewing Company,Brooklyn Center,MN
2095,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,12.0 ounce,0.08,95.0,449,TailGate Beer,San Diego,CA
21,1036,Lower De Boom,American Barleywine,8.4 ounce,0.099,92.0,368,21st Amendment Brewery,San Francisco,CA
2110,912,Oasis,Extra Special / Strong Bitter (ESB),16.0 ounce,0.07200000000000001,93.0,45,Tallgrass Brewing Company,Manhattan,KS
2115,412,Halcyon Unfiltered Wheat,American Pale Wheat Ale,12.0 ounce,0.05,20.0,45,Tallgrass Brewing Company,Manhattan,KS
212,1806,Hoptopus Double IPA,American Double / Imperial IPA,16.0 ounce,0.08800000000000001,108.0,306,Beach Brewing Company,Virginia Beach,VA
2129,973,Face Down Brown Ale,American Brown Ale,12.0 ounce,0.057,N/A,480,Telluride Brewing Company,Telluride,CO
2134,1939,Gatecrasher,English India Pale Ale (IPA),12.0 ounce,0.066,N/A,210,Temperance Beer Company,Evanston,IL
2136,2119,First Stand,Saison / Farmhouse Ale,12.0 ounce,0.055,35.0,215,Texian Brewing Co.,Richmond,TX
2150,1945,Birdhouse Pale Ale,Belgian Pale Ale,12.0 ounce,0.05,N/A,262,The Brewer's Art,Baltimore,MD
2155,1037,Bronx Pale Ale,American Pale Ale (APA),16.0 ounce,0.063,50.0,329,The Bronx Brewery,Bronx,NY
2156,2594,Surfrider,American Pale Ale (APA),16.0 ounce,0.052000000000000005,35.0,33,The Dudes' Brewing Company,Torrance,CA
216,2419,Bunker Hill Blueberry Ale,Other,12.0 ounce,0.048,16.0,103,Beer Works Brewery,Lowell,MA
2161,1749,Just IPA,American IPA,12.0 ounce,0.046,45.0,328,The Just Beer Project,Burlington,VT
2163,963,Manhattan Gold Lager (1990),American Amber / Red Lager,12.0 ounce,,N/A,484,The Manhattan Brewing Company,New York,NY
2172,1779,Lost Trout Brown Ale,American Brown Ale,12.0 ounce,0.049,N/A,142,Third Street Brewhouse,Cold Spring,MN
2183,1889,Leatherhead Red,American Amber / Red Ale,12.0 ounce,0.052000000000000005,N/A,282,Thunderhead Brewing Company,Kearney,NE
2187,2623,Cafe Leche,American Porter,16.0 ounce,0.057999999999999996,20.0,17,Tin Man Brewing Company,Evansville,IN
2191,1449,Overlord Imperial IPA,American Double / Imperial IPA,16.0 ounce,0.085,115.0,17,Tin Man Brewing Company,Evansville,IN
2196,2321,Turnrow Harvest Ale,American Blonde Ale,12.0 ounce,0.055,N/A,152,Tin Roof Brewing Company,Baton Rouge,LA
2199,1428,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,12.0 ounce,0.05,21.0,152,Tin Roof Brewing Company,Baton Rouge,LA
2211,114,Triangle White Ale,Witbier,12.0 ounce,0.05,N/A,524,Triangle Brewing Company,Durham,NC
2213,2445,Troegenator,Doppelbock,16.0 ounce,0.08199999999999999,N/A,97,Tröegs Brewing Company,Hershey,PA
2214,2444,Nugget Nectar,American Amber / Red Ale,16.0 ounce,0.075,93.0,97,Tröegs Brewing Company,Hershey,PA
2219,641,Hoppy Boy,American IPA,16.0 ounce,0.062,65.0,520,Twisted Pine Brewing Company,Boulder,CO
2227,1438,Presidential Pils,Czech Pilsener,12.0 ounce,0.048,N/A,190,Two Beers Brewing Company,Seattle,WA
2229,560,Persnickety Pale,American Pale Ale (APA),12.0 ounce,0.057,36.0,190,Two Beers Brewing Company,Seattle,WA
2230,519,SoDo Brown Ale,American Brown Ale,12.0 ounce,0.054000000000000006,20.0,190,Two Beers Brewing Company,Seattle,WA
2233,482,Trailhead India Style Session Ale (2011),American IPA,12.0 ounce,0.048,48.0,190,Two Beers Brewing Company,Seattle,WA
2234,451,Panorama Wheat Ale,American Pale Wheat Ale,12.0 ounce,0.046,N/A,190,Two Beers Brewing Company,Seattle,WA
224,2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,16.0 ounce,0.083,N/A,53,Bent Brewstillery,Roseville,MN
2241,1041,Testudo,Bière de Garde,12.0 ounce,0.045,N/A,74,Two Brothers Brewing Company,Warrenville,IL
2242,1040,Hobnob B & B Pale Ale,American Pale Ale (APA),12.0 ounce,0.065,N/A,74,Two Brothers Brewing Company,Warrenville,IL
2260,98,Pilsner Ukiah,German Pilsener,12.0 ounce,0.055,N/A,555,Ukiah Brewing Company,Ukiah,CA
2263,1704,Uncle John's Apple Cherry Cider,Cider,16.0 ounce,0.065,N/A,338,Uncle John's Fruit House Winery,St. John's,MI
228,1902,14° ESB,Extra Special / Strong Bitter (ESB),12.0 ounce,0.055999999999999994,32.0,75,Bent Paddle Brewing Company,Duluth,MN
2288,906,Upslope Pumpkin Ale,Pumpkin Ale,16.0 ounce,0.077,N/A,51,Upslope Brewing Company,Boulder,CO
2295,79,Upslope India Pale Ale,American IPA,12.0 ounce,0.07200000000000001,N/A,51,Upslope Brewing Company,Boulder,CO
2299,1825,Squatters Hop Rising Double IPA,American Double / Imperial IPA,12.0 ounce,0.09,75.0,302,Utah Brewers Cooperative,Salt Lake City,UT
2301,1823,Wasatch Ghostrider White IPA,American White IPA,12.0 ounce,0.06,N/A,302,Utah Brewers Cooperative,Salt Lake City,UT
2303,1681,Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,12.0 ounce,0.04,N/A,302,Utah Brewers Cooperative,Salt Lake City,UT
2304,1680,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,12.0 ounce,0.09,75.0,302,Utah Brewers Cooperative,Salt Lake City,UT
2305,1679,Squatters Full Suspension Pale Ale,American Pale Ale (APA),12.0 ounce,0.04,N/A,302,Utah Brewers Cooperative,Salt Lake City,UT
2311,2411,Nitro Can Coffee Stout,American Stout,12.0 ounce,0.052000000000000005,N/A,113,Vault Brewing Company,Yardley,PA
232,1900,Lost Sailor IPA,English India Pale Ale (IPA),12.0 ounce,0.055,40.0,278,Berkshire Brewing Company,South Deerfield,MA
2322,1418,Larry Imperial IPA,American Double / Imperial IPA,12.0 ounce,0.085,85.0,295,Wachusett Brewing Company,Westminster,MA
2336,1069,West Sixth Amber Ale,American Amber / Red Ale,12.0 ounce,0.055,N/A,100,West Sixth Brewing,Lexington,KY
2338,1542,One Claw,American Pale Ale (APA),12.0 ounce,0.055,N/A,384,Westbrook Brewing Company,Mt. Pleasant,SC
2339,1312,Westbrook Gose,Gose,12.0 ounce,0.04,5.0,384,Westbrook Brewing Company,Mt. Pleasant,SC
2345,2364,Royal Lager,American Pale Lager,16.0 ounce,,N/A,132,Weston Brewing Company,Weston,MO
2347,2344,O’Malley’s Stout,English Stout,12.0 ounce,,N/A,132,Weston Brewing Company,Weston,MO
2356,1498,Super G IPA,American IPA,16.0 ounce,0.06,N/A,396,White Flame Brewing Company,Hudsonville,MI
2362,1364,Big Bowl Blonde Ale,American Brown Ale,12.0 ounce,0.05,N/A,361,Wild Onion Brewing Company,Lake Barrington,IL
2372,1195,Wild Wolf American Pilsner,American Pilsner,12.0 ounce,0.045,25.0,181,Wild Wolf Brewing Company,Nellysford,VA
2377,324,Wyoming Pale Ale,American Pale Ale (APA),16.0 ounce,0.07200000000000001,N/A,550,Wind River Brewing Company,Pinedale,WY
2386,1470,Ananda India Pale Ale,American IPA,12.0 ounce,0.062,61.0,239,Wiseacre Brewing Company,Memphis,TN
245,1001,413 Farmhouse Ale,Saison / Farmhouse Ale,12.0 ounce,0.06,N/A,477,Big Elm Brewing,Sheffield,MA
247,2469,Ryecoe,American IPA,16.0 ounce,0.062,N/A,8,Big Lake Brewing,Holland,MI
25,802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0 ounce,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
252,1714,Big Sky IPA,American IPA,12.0 ounce,0.062,65.0,336,Big Sky Brewing Company,Missoula,MT
260,168,Summer Honey,American Blonde Ale,12.0 ounce,0.047,N/A,336,Big Sky Brewing Company,Missoula,MT
271,2508,Jalapeno Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,45.0,70,Birdsong Brewing Company,Charlotte,NC
277,1898,Blackmarket Rye IPA,American IPA,12.0 ounce,0.075,35.0,112,Black Market Brewing Company,Temecula,CA
278,1897,Black Market Hefeweizen,Hefeweizen,12.0 ounce,0.05,8.0,112,Black Market Brewing Company,Temecula,CA
279,1896,Aftermath Pale Ale,American Pale Ale (APA),12.0 ounce,0.057999999999999996,44.0,112,Black Market Brewing Company,Temecula,CA
281,1849,American Red Porter,American Porter,12.0 ounce,0.071,45.0,294,Black Shirt Brewing Company,Denver,CO
289,1953,Honey Lav,American Pale Wheat Ale,12.0 ounce,0.052000000000000005,N/A,12,Blackrocks Brewery,Marquette,MI
290,1496,Coconut Brown Ale,American Brown Ale,12.0 ounce,0.068,N/A,12,Blackrocks Brewery,Marquette,MI
292,1480,Grand Rabbits,Cream Ale,12.0 ounce,0.055,N/A,12,Blackrocks Brewery,Marquette,MI
299,1025,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,12.0 ounce,,N/A,380,Blue Blood Brewing Company,Lincoln,NE
300,1012,467 Ethan's Stout,American Stout,12.0 ounce,0.05,N/A,380,Blue Blood Brewing Company,Lincoln,NE
301,942,1335 Wicked Snout,Saison / Farmhouse Ale,12.0 ounce,0.064,N/A,380,Blue Blood Brewing Company,Lincoln,NE
313,119,Full Nelson Pale Ale (2010),American Pale Ale (APA),12.0 ounce,0.059000000000000004,60.0,382,Blue Mountain Brewery,Afton,VA
321,667,Blue Point Summer Ale,American Blonde Ale,12.0 ounce,0.044000000000000004,16.0,489,Blue Point Brewing Company,Patchogue,NY
322,665,Toasted Lager,Vienna Lager,12.0 ounce,0.055,28.0,489,Blue Point Brewing Company,Patchogue,NY
335,2422,Firestarter India Pale Ale,American IPA,12.0 ounce,0.066,72.0,107,Bonfire Brewing Company,Eagle,CO
337,1614,Wood Splitter Pilsner,Czech Pilsener,16.0 ounce,0.048,30.0,107,Bonfire Brewing Company,Eagle,CO
339,1549,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),16.0 ounce,0.07,94.0,107,Bonfire Brewing Company,Eagle,CO
348,998,Tent Pole Vanilla Porter,American Porter,16.0 ounce,0.061,N/A,107,Bonfire Brewing Company,Eagle,CO
349,997,Awry Rye Pale Ale,American Pale Ale (APA),12.0 ounce,0.057999999999999996,N/A,107,Bonfire Brewing Company,Eagle,CO
351,931,Wood Splitter Pilsner (2012),Czech Pilsener,12.0 ounce,0.048,N/A,107,Bonfire Brewing Company,Eagle,CO
353,633,Firestarter India Pale Ale,American IPA,16.0 ounce,0.066,72.0,107,Bonfire Brewing Company,Eagle,CO
355,1830,Porch Rocker,Radler,12.0 ounce,0.045,8.0,300,Boston Beer Company,Boston,MA
357,1601,Cold Snap,Witbier,12.0 ounce,0.055,N/A,300,Boston Beer Company,Boston,MA
359,1349,Boston Lager,Vienna Lager,16.0 ounce,0.049,30.0,300,Boston Beer Company,Boston,MA
365,808,Hoopla Pale Ale,American Pale Ale (APA),12.0 ounce,0.057,35.0,417,Boulder Beer Company,Boulder,CO
372,1573,Plum St. Porter,American Porter,12.0 ounce,0.057,52.0,219,Bozeman Brewing Company,Bozeman,MT
373,1289,Bozone HopZone IPA,American IPA,12.0 ounce,0.07,80.0,219,Bozeman Brewing Company,Bozeman,MT
379,397,SummerBright Ale,American Pale Wheat Ale,12.0 ounce,0.045,15.0,391,Breckenridge Brewery,Denver,CO
387,2468,Manitou Amber,American Amber / Red Ale,16.0 ounce,0.053,N/A,85,Brewery Terra Firma,Traverse City,MI
39,2519,Bimini Twist,American IPA,12.0 ounce,0.07,82.0,67,3 Daughters Brewing,St Petersburg,FL
399,2481,Paris,Saison / Farmhouse Ale,16.0 ounce,0.09,N/A,10,Brewery Vivant,Grand Rapids,MI
409,2290,Ski Patrol,Witbier,16.0 ounce,0.061,N/A,10,Brewery Vivant,Grand Rapids,MI
418,2006,Moe Lasses',American Stout,16.0 ounce,0.064,N/A,10,Brewery Vivant,Grand Rapids,MI
423,1973,North French,Bière de Garde,16.0 ounce,0.06,N/A,10,Brewery Vivant,Grand Rapids,MI
428,1785,Le Flaneur Ale,American Wild Ale,16.0 ounce,0.073,N/A,10,Brewery Vivant,Grand Rapids,MI
431,1352,Contemplation,Bière de Garde,16.0 ounce,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
435,1136,Tart Side of the Moon,Belgian Dark Ale,16.0 ounce,0.098,N/A,10,Brewery Vivant,Grand Rapids,MI
441,860,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,16.0 ounce,0.099,N/A,10,Brewery Vivant,Grand Rapids,MI
458,756,Brooklyn Summer Ale,English Pale Mild Ale,12.0 ounce,0.045,N/A,437,Brooklyn Brewery,Brooklyn,NY
474,2123,More Cowbell,American Double / Imperial IPA,16.0 ounce,0.09,118.0,214,Buffalo Bayou Brewing Company,Houston,TX
479,2471,Hopkick Dropkick,American Double / Imperial IPA,12.0 ounce,0.099,115.0,24,Burn 'Em Brewing,Michigan City,IN
